File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
repos_cpp/libgit2/deps/zlib/gzguts.h,85,18,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#    if !defined(vsnprintf) && !defined(NO_vsnprintf),bc5bb6d0cb1b951fd5f55f4f8900f760759ee094bc5eaeef43b1b57cd1397c82,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/gzguts.h,87,18,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#         define vsnprintf _vsnprintf,197887a60a134f995ecee3ce4d7828d57c205b73516fcb9707829cb59998439f,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/gzguts.h,109,11,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#  define snprintf _snprintf,9f7593fdd775e2003be6eaa1b64286effc84b869b196921410bc0814394c3afc,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/gzguts.h,109,20,4,4,format,_snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#  define snprintf _snprintf,9f7593fdd775e2003be6eaa1b64286effc84b869b196921410bc0814394c3afc,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/zutil.h,225,39,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,#  define Trace(x) {if (z_verbose>=0) fprintf x ;},8f0bdc31de64baa354438ef3558c107051682e9aac495902d807568411ed28aa,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/zutil.h,226,39,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,#  define Tracev(x) {if (z_verbose>0) fprintf x ;},0a7aa57d6a6d0eb0ac13df81f5311ef7baa6037a3c24508122f3994522f9700b,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/zutil.h,227,40,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,#  define Tracevv(x) {if (z_verbose>1) fprintf x ;},2237dbb4e8b18144071bea55ba90b4d0b23468af8fadecbb9eccba05a38e5d72,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/zutil.h,228,48,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"#  define Tracec(c,x) {if (z_verbose>0 && (c)) fprintf x ;}",49d42ea47a4b5623f57d95be592333bc0d7ca8395af7188c532aee475a2354d6,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/deps/zlib/zutil.h,229,49,4,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"#  define Tracecv(c,x) {if (z_verbose>1 && (c)) fprintf x ;}",626f9d90d19e97f0d23dd37837f1c0bfee294a2824bce558f7c87381a9eca86b,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/examples/blame.c,84,2,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"	strcat(spec, o.path);",5c8194189d2d343bcdb086a6cdf292194eca9094ad34e4f58160c3c7b9c9bbc5,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/examples/blame.c,199,3,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"		sprintf(spec, ""%s..%s"", bare_args[0], bare_args[1]);",39aaefafa4b53fb8899b77c1405d5a0d43712cf77c2a081e120b8373c33f162a,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/examples/common.h,48,9,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#define snprintf _snprintf,194a915f111996f097c32cb39c273aa0eb69cf4c05382cee6ec1635f362440a9,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/examples/common.h,48,18,4,4,format,_snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#define snprintf _snprintf,194a915f111996f097c32cb39c273aa0eb69cf4c05382cee6ec1635f362440a9,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/examples/general.c,759,2,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"	sprintf(config_path, ""%s/config"", repo_path);",af57af876e8f732528a9e33baa9e492909e24720a5c629d00e999e530d6d167c,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/examples/merge.c,241,11,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	msglen = snprintf(NULL, 0, MERGE_COMMIT_MSG, (merge_ref ? ""branch"" : ""commit""), msg_target);",776dd9cc186d842ce37468da0302be892eb6a928d265903dee061b4399222661,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/examples/merge.c,244,8,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	err = snprintf(msg, msglen, MERGE_COMMIT_MSG, (merge_ref ? ""branch"" : ""commit""), msg_target);",723caef5ec419a997b31d05b988bc5e7cb41fa34c5b54da11d7beeaca787360f,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/examples/stash.c,42,2,4,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"	vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/include/git2/common.h,71,56,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"# define GIT_FORMAT_PRINTF(a,b) __attribute__((format (printf, a, b)))",7f3884d9f9e7b238e0da9514cacce6d905abcf0490dafe217edb789e186927d8,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/src/cli/cmd_blame.c,194,4,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"			printf(""%s %"" PRIuZ "" %"" PRIuZ,",3d2ccf8d97e07f6bd8056d6d42cfd1dbd6b9d99adaad5009776099f8b1031804,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/src/cli/cmd_blame.c,200,5,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"				printf("" %"" PRIuZ, hunk->lines_in_hunk);",4e21a541618ba81e270f18f8196ed2c8b702751b63596a7b5d5575b9d067faad,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/src/cli/error.h,24,3,4,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"		vfprintf(stderr, fmt, ap); \",3ead38a0e624e74f529a76cf20775cf0f7fd401da20a7809e685fe4297538aaa,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/src/libgit2/attr.c,404,33,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,"	if ((error = system_attr_file(&system, attr_session)) < 0 ||",c5b98a1f3f3ed881319fc686111cbd5006e6055bbadf7cf4f874e4b8a4dea3e3,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libgit2/src/libgit2/attr.c,405,59,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,"	    (error = preload_attr_file(repo, attr_session, NULL, system.ptr)) < 0) {",a773ad9c0345f7801892fcec21f028c3c49fa8a25af035f4b6fba5bcdce6a152,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libgit2/src/libgit2/attr.c,458,19,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	git_str_dispose(&system);,c8ff5c833bb22d55acf248cce18926234115121b2b64e62b1763086f4cd5a0a5,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libgit2/src/libgit2/blame_git.c,56,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(o->path, path);",391369f53172afefb9c373fdca5321479ecb4c38e22c4df2e4d61e307f84989f,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/libgit2/merge_driver.c,191,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(entry->name, name);",4624b0db65e86c74be2d85be31153eef82b4533c45567f7e44f74bcc1d4be6ae,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/libgit2/sysdir.c,68,3,4,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,Consider using a function version that stops copying at the end of the buffer.,,CWE-120,"		wcscpy(mock_registry, mock_sysdir);",cc3b27cd46ec093296188c1a66b1b1c84d40db23ee35ddf5899214bf30adb20d,2.0.19,FF1003,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/libgit2/sysdir.c,123,3,4,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,Consider using a function version that stops copying at the end of the buffer.,,CWE-120,"		wcscpy(out, mock_registry);",8a0ad6bfeb12da02c94dd527ceff5ab2bd33bc9dc8cb15c068e7f267a25e8a3d,2.0.19,FF1003,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/util/unix/posix.h,57,33,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"#define p_vsnprintf(b, c, f, a) vsnprintf(b, c, f, a)",fe15ce6193bf14a1476869c1c5cbf5ad9ee60d62a152e3770e9d6319221adeb5,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/src/util/unix/posix.h,58,20,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#define p_snprintf snprintf,58329dc638d66f353e002eea73da701c6d25d539cebafd539bf5b22d9f69dc38,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/src/util/unix/posix.h,61,23,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"#define p_access(p,m) access(p,m)",14cbedcd43e72232514fd75ef44e28cea74547027e7a2c8e7003d64809c8354a,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libgit2/src/util/unix/realpath.c,27,6,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"	if (access(result, F_OK) < 0) {",56a382b62f26bc9eeb11916f97cd72a835abacb8a7d8277ba0c679a8c372c017,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libgit2/src/util/win32/path_w32.c,542,4,4,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,Consider using a function version that stops copying at the end of the buffer.,,CWE-120,"			wcscpy(dest, target);",ac7f266231b3000a9f4202ffa5966002feb94e6fd6377b7c16a941ac9612665b,2.0.19,FF1003,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/util/win32/posix_w32.c,461,8,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,	DWORD access;,0335b6373563f5e2d00f4b377bacc4c789af666bbca99897ee9be6d1c37b5fce,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libgit2/src/util/win32/posix_w32.c,521,42,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"	HANDLE handle = CreateFileW(path, opts->access, opts->sharing,",b106d1ab645fe59a0b3fa74501f0a341f320fc5acaeb47d078c0d6a188165b67,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libgit2/src/util/win32/posix_w32.c,870,9,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"	return vsnprintf(buffer, count, format, argptr);",a154ff68509ab39741fd51cebec92585cf7233392e25265e6839e26fbe44b4f9,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/src/util/win32/w32_leakcheck.c,382,3,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"		sprintf(buf, ""LEAK CHECKPOINT %d: leaks %d unique %d: %s\n"",",863610b0ee240e57ae2c24b36c1c1a184804d8ee1be11b77ab56a3a4dd1db92a,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/util/win32/w32_leakcheck.c,386,3,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"		sprintf(buf, ""LEAK SUMMARY: TOTAL leaks %d de-duped %d: %s\n"",",cf3bcf736001581c5d47be0f9c78175c8e819c660204dd717063a1da343314d7,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/util/win32/w32_leakcheck.c,394,4,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"			sprintf(buf, ""LEAK: %s leaked %d of %d times:\n"",",6e225cd87c4f2426a75f565065bad06325237b7c302a489206886bdfb5a255e2,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/src/util/win32/w32_util.c,41,2,4,4,buffer,wcscat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,"	wcscat(dest, suffix);",0d9cc613b9449ea2976b253cbbbce0a75f5297b1dc5600a07ebdb859c009f2f8,2.0.19,FF1006,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/tests/clar/clar.c,57,10,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,#	ifndef access,ef3a71432fa68e951355d716238036e44c937e3da26672f246e3662dbc905d6e,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libgit2/tests/clar/clar.c,58,11,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"#		define access(path, mode) _access(path, mode)",7d72aeae575e1ae9eac7a51d5436ec974afac2a9ca91ca1cf696cfaa43ffc884,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libgit2/tests/clar/clar.c,80,22,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#		define p_snprintf snprintf,185c916e2e6bc2686bd792fea8cc2dc5a8fb46931d249a05a3c461c7178b3339,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/tests/clar/clar.c,86,21,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#	define p_snprintf snprintf,1c96798230453d371c8db0ea97d078f2ace29e0f37807564dfe1a4c1280db0a6,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/tests/clar/clar/fs.h,18,27,4,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,Consider using a function version that stops copying at the end of the buffer.,,CWE-120,"#define wcscpy_s(a, b, c) wcscpy((a), (c))",5e90849550f113d23dfa7cc5fc8845e81b6febc052017c04c1c2c53cd25da77b,2.0.19,FF1003,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/tests/clar/clar/fs.h,19,27,4,4,buffer,wcscat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,,,CWE-120,"#define wcscat_s(a, b, c) wcscat((a), (c))",3e6b2579cb1e5d32396f9701408be5b1cb2b82588a97ffcaa52b7ed80fc5e2fc,2.0.19,FF1006,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/tests/clar/clar/print.h,75,2,4,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"	vfprintf(stderr, fmt, arg);",f3d57f7b7e49b1f89e8f101966d76422025b2ec24fd06e78f8a877882d2eb274,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/tests/clar/clar/print.h,161,2,4,4,format,vprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"	vprintf(fmt, arg);",0eb33fc5d7b9aadcee669d20b9081eb00df0b09c637c4674ebf1d6a33eb14649,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libgit2/tests/clar/clar/sandbox.h,28,6,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"	if (access(path, W_OK) != 0)",97ecd68430f1be6e1b03357ec8c7062b5c55517cbd410a694d6252654be8d82a,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libgit2/tests/clar/clar/sandbox.h,113,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(buffer, tmp);",670818030982107ac2cecf10359c3a66149654623b62521d39115eaacf56699c,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/tests/clar/clar/sandbox.h,168,6,4,4,tmpfile,mktemp,Temporary file race condition (CWE-377).,,,CWE-377,	if (mktemp(_clar_tempdir) == NULL),0f22586faf0b58facd46d2ba7b932270fe592e363048b2fa88506f3094dc6e5e,2.0.19,FF1038,https://cwe.mitre.org/data/definitions/377.html
repos_cpp/libgit2/tests/clar/clar/sandbox.h,232,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(_clar_sandbox, _clar_tempdir);",470dff54c8203b2878debcc1bdd970489d5707315e46e3a87f5dfeed6e1670bf,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/tests/clar/clar/sandbox.h,246,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(_clar_sandbox, _clar_tempdir);",470dff54c8203b2878debcc1bdd970489d5707315e46e3a87f5dfeed6e1670bf,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/tests/clar/clar_libgit2.c,441,3,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"		strcpy(buf, CL_COMMIT_MSG);",aca08e7ff5d1084071a7f9736b7a3ce40df90abbb3b639b587ff0df24d18bb8d,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libgit2/tests/clar/main.c,47,17,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,		int at_exit = system(at_exit_cmd);,cb7f4f377d4db48a1d451dd47b37e5e4b06573f75c4f3e33d65a7f9a2c4bbfa3,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libgit2/tests/libgit2/blame/blame_helpers.c,11,2,4,4,format,vprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"	vprintf(fmt, arglist);",62fd960b287731f3285720dd8f19eed914f6e4ed4913c67bcd001424711782a7,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
