File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
repos_cpp/libsndfile/src/test_endswap.c,53,3,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"		printf (FMT_SHORT, data [k]) ;",d377c6fb7f21bd17fba8401c38b6a759189a2d0ed140009631e0e5ba74d8d927,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/src/test_endswap.c,113,3,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"		printf (FMT_INT, data [k]) ;",0e352736a255684a78961f8b8b4bbcf25a41e6491d68e49d269c1c71452e149d,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/src/test_endswap.c,173,3,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"		printf (FMT_INT64, data [k]) ;",95459d60e73c18e831c5a2cdc8fd9d777317ef508e148a4d982822afa6b0cf91,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/src/test_log_printf.c,33,3,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		snprintf (buffer, sizeof (buffer), (fmt)) ;	\",820134ecff571d670f0cde3e399939fdd609e3e3ccab4aeb229aecd73d500485,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/src/test_log_printf.c,40,3,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		snprintf (buffer, sizeof (buffer), (fmt), (a), (a)) ;	\",7075fc8affb954b283ede040bd8b0af514a1f5793bf54daf74c45da92f10c31b,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/src/test_log_printf.c,47,3,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		snprintf (buffer, sizeof (buffer), (fmt), (a), (a), (a), (a)) ;	\",31b34c600041051a33a9ed7bbf9ca662617e8a6cf529247a7ae5ba8018407fc9,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/src/test_log_printf.c,54,3,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		snprintf (buffer, sizeof (buffer), (fmt), (a), (a), (a), (a), (a)) ;	\",a62a11e322859757ca2d5b801ecfa7d07c997eed457db39faff258087e465e97,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/src/test_log_printf.c,61,3,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"		snprintf (buffer, sizeof (buffer), (fmt), (a), (a), (a), (a), (a), (a)) ;	\",51449bca2409fd2d219466a30aa26d6bd14befae40aabaf029359e6bb324cf0f,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/tests/misc_test.c,340,6,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"	if (access (filename, F_OK) == 0)",c5a375c6224f0912101809da809cf21e4198aa3103d1eecb0d79af943c49f86d,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
repos_cpp/libsndfile/tests/pipe_test.c,140,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	if ((retval = system (buffer)) != 0),e694cc219d051084d6647545b4a79049b84cae2124f790a79c8cd56bd5b97040,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/tests/pipe_test.c,161,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	if ((retval = system (buffer))),c42e851874ad3f358266553ebedf7cf55602b8cb6d7a50ca9e90912cab1e7b86,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/tests/pipe_test.c,492,18,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,			if ((retval = system (buffer)) == 0),7b8d8e70a9c6f82b2c5afaf8764cbce29573dbb23f15e0f9e85cf93859ffe459,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/tests/stdio_test.c,94,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	if ((retval = system (buffer))),c42e851874ad3f358266553ebedf7cf55602b8cb6d7a50ca9e90912cab1e7b86,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/tests/stdio_test.c,107,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	if ((retval = system (buffer))),c42e851874ad3f358266553ebedf7cf55602b8cb6d7a50ca9e90912cab1e7b86,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/tests/stdio_test.c,114,16,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	if ((retval = system (buffer))),c42e851874ad3f358266553ebedf7cf55602b8cb6d7a50ca9e90912cab1e7b86,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/tests/utils.c,191,4,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"	{	printf (__FILE__ "": bad test of filename parameter.\n"") ;",57ad5b6b87b0e8e962f560fe0d6ad59af0482762ada288577be13fef965cd30a,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/tests/utils.h,66,26,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"	__attribute__ ((format (printf, 2, 3))) ;",7545bdd95af7ef49c637e970724af3c1b370974ec93158d8e2f3e2a2f50b15c8,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/tests/utils.h,75,3,4,4,format,vprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"		vprintf (format, argptr) ;",3d4726c3e3e160dfa709df98dff582bd6faec4862c1012c1f4e0943a59cad541,2.0.19,FF1016,https://cwe.mitre.org/data/definitions/134.html
repos_cpp/libsndfile/tests/win32_ordinal_test.c,119,7,4,4,buffer,sscanf,"The scanf() family's %s operation, without a limit specification, permits buffer overflows (CWE-120, CWE-20).","Specify a limit to %s, or use a different input function.",,"CWE-120, CWE-20","		if (sscanf (buffer, ""%s @%d"", func_name, &ordinal) != 2)",2ca4e5e8d166ae20ab2a4f6f154c72531a111f7f40d0886efb2c0662ae19059a,2.0.19,FF1021,https://cwe.mitre.org/data/definitions/120.html
repos_cpp/libsndfile/tests/win32_test.c,144,10,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	assert (system (data) >= 0) ;,6d6dfce567558cf26d8abdb79c983d6618b4858e3a7b295cdf74476349e87164,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/tests/win32_test.c,205,10,4,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,	assert (system (data) >= 0) ;,6d6dfce567558cf26d8abdb79c983d6618b4858e3a7b295cdf74476349e87164,2.0.19,FF1044,https://cwe.mitre.org/data/definitions/78.html
repos_cpp/libsndfile/programs/sndfile-play.c,645,3,3,3,misc,InitializeCriticalSection,Exceptions can be thrown in low-memory situations.,Use InitializeCriticalSectionAndSpinCount instead.,,,		InitializeCriticalSection (&audio_data.mutex) ;,b92d9c16a31e4f0ea09b0591d8b99401301c8b560ade5b990fc99e29b2e28a2a,2.0.19,FF1057,)
repos_cpp/libsndfile/src/common.c,1831,12,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20","		tmpdir = getenv (""TEMP"") ;",efd27d6040d562fd2616367274bd03429df3ee0e2da828285f1affedf3bc7ac8,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
repos_cpp/libsndfile/src/common.c,1833,13,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20","	{	tmpdir = getenv (""TMPDIR"") ;",f593dd68b43ca8e0cf7b17e390aa8158737c82d61eaaf01b94b7198f3ddc468e,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
repos_cpp/libsndfile/src/test_file_io.c,474,2,3,3,random,srand,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,	srand (seed * 3333333 + 14756123) ;,6065c33aee06f037f73e9693a66d51df03e2b37dbf5a009daeca74d59bec2ca1,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
repos_cpp/libsndfile/tests/dwvw_test.c,64,2,3,3,random,srand,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,	srand (123456) ;,60b2c021e7801cecf10151443b820937a886a528f0c63cf93b7a3667a93731a5,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
repos_cpp/libsndfile/tests/win32_ordinal_test.c,106,25,3,3,misc,LoadLibrary,"Ensure that the full path to the library is specified, or current directory may be used (CWE-829, CWE-20).","Use LoadLibraryEx with one of the search flags, or call SetSearchPathMode to use a safe search path, or pass a full path to the library.",,"CWE-829, CWE-20",		if ((hmod = (HMODULE) LoadLibrary (buffer)) != NULL),34e862d8ee13b14441b2480d9299af6bae9ccf6a859b0c946241894993f9fd55,2.0.19,FF1058,https://cwe.mitre.org/data/definitions/829.html
repos_cpp/libsndfile/Octave/sndfile.cc,38,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,{	char buffer [256] ;,93ab12afd317a5216d3dca6dff9e4c0c8c01208c1acaef58272507467e9a7307,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/Octave/sndfile.cc,398,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char buffer [64] ;,323592005e1da5509c1ea77c21cf9e6257cacb5755e91169fca1dc2c05d503c7,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/Win32/testprog.c,11,10,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,{	static char strbuffer [256] ;,1ee8c49a9169ee39d0fea1827deb3c354ebf9f937c87e7d2c72bf6af9c90c47a,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/examples/sndfile-to-text.c,150,17,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"	if ((outfile = fopen (outfilename, ""w"")) == NULL)",a498b87d5ab9b1434d10fb65f9c6f44e3ad15cfe1bf3a9f1ad34fa413bf7041f,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repos_cpp/libsndfile/include/sndfile.h,447,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char name [256] ;,eedfcf9c450c6c6b994a4a707664038cfc6f3ffde88bdc3336ee031deb7a4645,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,514,6,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,			{	char		description [256] ; \,f56157e26632128bfe09d90afe02a7ffd0754b4ad46651357a04fc296e8a0f09,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,515,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		originator [32] ; \,d94cf5de3ff6691820224737189f1b7ffdd636df2a9a61ed1a333fca30508fb1,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,516,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		originator_reference [32] ; \,e364b66a04a2a3e5fbe81a402f88c84bb87e360e13b1e96437e321add886fb17,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,517,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		origination_date [10] ; \,d486c0754a5659fae134539bfbbab4f0db92e6de94f78647e04e66b2cda2b6f4,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,518,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		origination_time [8] ; \,a472a631e523b3de99acd6f8f79c9e56f47cf4d9a3c4a8a8d6b46bfc7cc2a2a4,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,522,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		umid [64] ; \,cad47780077250262e150791f437b85bfa99d26d6112b612f1627857730fc734,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,528,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		reserved [180] ; \,b56bbedbc7ddcf776b073f3448cd6c95c746562af3cf8687f404823afac49ac1,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,530,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		coding_history [coding_hist_size] ; \,9492437bd22241eec3d307639682b088aeee229ab2b37b1765790cb229d82deb,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,537,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,{	char	usage [4] ;,bec1d24a860f441d4b9b85ba299c76a88037cdb96a56963ca240eb06436c18d3,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,545,6,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,			{	char		version [4] ; \,ede438ba7bc354b2616db7322314c1fcdf31d6ccaa906f2f68da67034535dc17,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,546,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		title [64] ; \,42faa8046db97506e51946f149512661b9f7dfb3fb9856d7f5a0f88ef3e4936a,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,547,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		artist [64] ; \,de1d3467f194147d8f2baa78eae339dbd75b0bf2baf5e95cb4369fb52c69fb7b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,548,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		cut_id [64] ; \,68c9c4be190a3d530eb7e8970f7874afeb4fe65f80d047d8663c75f525dbea39,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,549,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		client_id [64] ; \,acbe6c7679352a191950105d97358239992902cdba29c9fdd99992f12c9427a3,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,550,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		category [64] ; \,718d229935532fc64c7568ea2e68740319ed7dbbb478d33e68a3f12d29c33be7,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,551,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		classification [64] ; \,3449454522608c0aa3e94b4754ab88c09cf111200ca9494ba7a05a6c403888eb,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,552,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		out_cue [64] ; \,cefd29750181ab8487e87e09755d6e57d39fcb5f397d504393641170910c2714,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,553,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		start_date [10] ; \,b1bb740c36ba339fe83c6551fcdc976beca6f77064628b4666b5572f62a62147,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,554,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		start_time [8] ; \,375af564d66e04a190dc801d0257790f225ccbd7acf7bf61441ea1ac6f6f32a8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,555,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		end_date [10] ; \,f2b8f8dd4a121aff3f21a609f8db9f14a84c919aafb16b2a9d6e00072ced0456,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,556,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		end_time [8] ; \,fa61e664232751a1cc79afa76afe91fd1ecf34eaba3d78af1de16b9c78c85a85,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,557,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		producer_app_id [64] ; \,e41b2678f0fd1534f44be71ebbdd4227054d93fabf176a34f3a7dc3a89c91ae4,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repos_cpp/libsndfile/include/sndfile.h,558,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,				char		producer_app_version [64] ; \,53b42ad35d88f6b7c26049edc9214507e675847e5910fecc549e84abf2744de7,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
